56	56	0
50	50	0
60	60	0
61	61	0
62	62	0
63	63	0
64	64	0
53	53	0
82	82	0
83	83	0
80	80	0
52	52	0
86	86	0
87	87	0
84	84	0
85	85	0
24	24	0
25	25	0
81	81	0
20	20	0
21	21	0
22	22	0
23	23	0
46	46	0
47	47	0
44	44	0
45	45	0
42	42	0
43	43	0
40	40	0
41	41	0
1	1	0
73	73	0
72	72	0
71	71	0
70	70	0
48	48	0
33	33	0
32	32	0
31	31	0
30	30	0
51	51	0
36	36	0
35	35	0
34	34	0
55	55	0
54	54	0
35	34	3.612812439
34	35	3.612812439
52	51	3.645325328
51	52	3.645325328
53	52	3.749105194
52	53	3.749105194
71	70	3.787119127
70	71	3.787119127
61	63	3.789982491
63	61	3.789982491
53	55	3.895728889
55	53	3.895728889
80	81	3.913066488
81	80	3.913066488
42	43	3.919418981
43	42	3.919418981
73	72	3.926223845
72	73	3.926223845
82	81	3.983890991
81	82	3.983890991
62	71	3.991623047
71	62	3.991623047
36	35	4.032339364
35	36	4.032339364
24	22	4.064977698
22	24	4.064977698
33	35	4.112803564
35	33	4.112803564
50	55	4.123898371
55	50	4.123898371
82	83	4.128808995
83	82	4.128808995
83	85	4.132346965
85	83	4.132346965
44	36	4.143953168
36	44	4.143953168
46	51	4.145786326
51	46	4.145786326
47	44	4.157586171
44	47	4.157586171
46	48	4.188866001
48	46	4.188866001
33	31	4.213953698
31	33	4.213953698
53	54	4.217023449
54	53	4.217023449
52	55	4.256537552
55	52	4.256537552
40	32	4.258231318
32	40	4.258231318
33	32	4.265590454
32	33	4.265590454
33	36	4.266762131
36	33	4.266762131
46	43	4.278272334
43	46	4.278272334
31	30	4.285283565
30	31	4.285283565
42	41	4.297911875
41	42	4.297911875
31	35	4.298337188
35	31	4.298337188
56	55	4.30367633
55	56	4.30367633
44	33	4.330075872
33	44	4.330075872
32	31	4.334463736
31	32	4.334463736
53	51	4.343959812
51	53	4.343959812
20	21	4.361873546
21	20	4.361873546
52	54	4.374231941
54	52	4.374231941
36	34	4.40078731
34	36	4.40078731
44	45	4.445974873
45	44	4.445974873
51	55	4.463094358
55	51	4.463094358
43	51	4.468673056
51	43	4.468673056
60	62	4.476631016
62	60	4.476631016
84	85	4.481827826
85	84	4.481827826
83	84	4.48351539
84	83	4.48351539
31	34	4.511525345
34	31	4.511525345
47	36	4.532576853
36	47	4.532576853
82	80	4.538122
80	82	4.538122
50	51	4.541743617
51	50	4.541743617
45	41	4.560212071
41	45	4.560212071
47	48	4.565766797
48	47	4.565766797
62	70	4.567235856
70	62	4.567235856
62	63	4.577141427
63	62	4.577141427
33	34	4.579261925
34	33	4.579261925
21	23	4.587822572
23	21	4.587822572
46	42	4.589082728
42	46	4.589082728
45	32	4.593492003
32	45	4.593492003
64	72	4.594452704
72	64	4.594452704
25	30	4.595195968
30	25	4.595195968
56	53	4.605883306
53	56	4.605883306
45	33	4.609723692
33	45	4.609723692
62	54	4.612853271
54	62	4.612853271
52	46	4.615298868
46	52	4.615298868
73	70	4.618242215
70	73	4.618242215
25	40	4.627511517
40	25	4.627511517
83	81	4.630492745
81	83	4.630492745
50	52	4.6344582
52	50	4.6344582
50	53	4.64250245
53	50	4.64250245
60	54	4.646970507
54	60	4.646970507
44	35	4.660054661
35	44	4.660054661
50	48	4.667294296
48	50	4.667294296
73	71	4.667977961
71	73	4.667977961
48	51	4.672928121
51	48	4.672928121
25	31	4.677342804
31	25	4.677342804
52	43	4.689662846
43	52	4.689662846
25	32	4.699322278
32	25	4.699322278
63	72	4.73475582
72	63	4.73475582
56	50	4.741106822
50	56	4.741106822
56	70	4.748923795
70	56	4.748923795
51	54	4.749349912
54	51	4.749349912
55	54	4.759115572
54	55	4.759115572
63	64	4.759649316
64	63	4.759649316
64	84	4.775400193
84	64	4.775400193
30	34	4.778669056
34	30	4.778669056
31	36	4.786020164
36	31	4.786020164
63	71	4.790388991
71	63	4.790388991
50	46	4.792369319
46	50	4.792369319
83	80	4.793154013
80	83	4.793154013
43	41	4.804567727
41	43	4.804567727
20	23	4.809810536
23	20	4.809810536
32	35	4.810502034
35	32	4.810502034
82	85	4.816465113
85	82	4.816465113
72	71	4.816911857
71	72	4.816911857
30	35	4.817754532
35	30	4.817754532
44	48	4.819742181
48	44	4.819742181
60	61	4.830847202
61	60	4.830847202
24	23	4.834974468
23	24	4.834974468
61	62	4.838242779
62	61	4.838242779
71	54	4.840252143
54	71	4.840252143
60	63	4.843008595
63	60	4.843008595
80	84	4.863987922
84	80	4.863987922
44	32	4.865357636
32	44	4.865357636
61	64	4.869247803
64	61	4.869247803
86	85	4.891472038
85	86	4.891472038
45	40	4.894303426
40	45	4.894303426
42	51	4.894504607
51	42	4.894504607
22	23	4.895288465
23	22	4.895288465
82	84	4.897206873
84	82	4.897206873
47	45	4.901445396
45	47	4.901445396
40	31	4.902229971
31	40	4.902229971
72	70	4.905205914
70	72	4.905205914
45	42	4.905587767
42	45	4.905587767
45	48	4.907494724
48	45	4.907494724
47	33	4.916995723
33	47	4.916995723
84	72	4.919623626
72	84	4.919623626
56	52	4.921282303
52	56	4.921282303
32	30	4.922037877
30	32	4.922037877
43	48	4.92227893
48	43	4.92227893
45	36	4.931453973
36	45	4.931453973
44	34	4.93357967
34	44	4.93357967
33	30	4.936602911
30	33	4.936602911
53	46	4.940819826
46	53	4.940819826
46	45	4.942074757
45	46	4.942074757
46	55	4.943948488
55	46	4.943948488
24	25	4.945516573
25	24	4.945516573
64	80	4.951343054
80	64	4.951343054
40	33	4.953174496
33	40	4.953174496
60	71	4.954198641
71	60	4.954198641
40	41	4.957400534
41	40	4.957400534
32	36	4.958043641
36	32	4.958043641
52	48	4.96205774
48	52	4.96205774
44	31	4.962877913
31	44	4.962877913
70	54	4.979492451
54	70	4.979492451
46	41	4.980520179
41	46	4.980520179
84	81	4.980561815
81	84	4.980561815
63	73	4.981202064
73	63	4.981202064
56	71	4.981273286
71	56	4.981273286
62	53	4.990265218
53	62	4.990265218
21	22	4.991590871
22	21	4.991590871
53	70	4.997227468
70	53	4.997227468
62	73	4.999048519
73	62	4.999048519
47	35	5.00100394
35	47	5.00100394
53	71	5.006290743
71	53	5.006290743
62	72	5.006911736
72	62	5.006911736
64	73	5.00722772
73	64	5.00722772
56	54	5.011213484
54	56	5.011213484
53	43	5.015045676
43	53	5.015045676
48	55	5.027405873
55	48	5.027405873
61	72	5.032519158
72	61	5.032519158
32	34	5.034468734
34	32	5.034468734
42	48	5.037732693
48	42	5.037732693
43	54	5.041608244
54	43	5.041608244
41	32	5.043966613
32	41	5.043966613
45	31	5.046653152
31	45	5.046653152
46	47	5.052101919
47	46	5.052101919
45	35	5.064269126
35	45	5.064269126
52	42	5.066592047
42	52	5.066592047
61	71	5.072510181
71	61	5.072510181
25	33	5.072980038
33	25	5.072980038
56	51	5.075033174
51	56	5.075033174
63	70	5.077346975
70	63	5.077346975
70	55	5.080600227
55	70	5.080600227
83	86	5.086145842
86	83	5.086145842
